"X1_t_1","X2_t_1","X3_t_1","X4_t_1","X5_t_1","X6_t_1","X7_t_1","X8_t_1","X9_t_1","X10_t_1","X11_t_1","X12_t_1","X13_t_1","X14_t_1","X15_t_1","X16_t_1","X17_t_1","X18_t_1","X19_t_1","X20_t_1","X1_t_0","X2_t_0","X3_t_0","X4_t_0","X5_t_0","X6_t_0","X7_t_0","X8_t_0","X9_t_0","X10_t_0","X11_t_0","X12_t_0","X13_t_0","X14_t_0","X15_t_0","X16_t_0","X17_t_0","X18_t_0","X19_t_0","X20_t_0"
0.642602998523913,-0.712804577288311,-0.271414244901163,-1.04230771627704,-0.0624914496446615,1.62408557758718,-1.05115907269193,-0.298652340957671,0.660486506928437,-1.01301227514547,1.03506506331569,0.186803265963597,-0.373978061410776,-0.0781196128740207,0.718269083658204,-0.992594947718316,0.913180084690024,0.945286612654183,0.170713625478788,-0.57694628473657,0.0686473409070979,0.733283155915715,0.438116955930688,0.225801587182046,-0.0482006784789434,-0.855325472651069,-1.27370640241037,-0.871147956646556,-0.186897159905629,0.190162003364011,1.07103196448661,-0.230490429902978,-0.307167739678492,-0.809074042818335,-0.947708290734099,-0.825036065774266,-0.0562967415894723,-0.106289317236706,-0.254293733794318,-0.159121507435539
0.650904828427383,0.655808146924785,0.721905004564563,1.17120476268031,0.471336583163222,-0.750402257644717,1.17253116869168,-0.554916687231772,1.05065602807515,0.185361268677883,0.581440941322924,-0.313975440680725,0.69262387574749,0.408456173713513,-1.07149388346838,-0.461615004227442,1.31648038738063,1.85765048785668,0.71134585211859,0.0596293880142109,-0.108567705749818,-0.0475568958822664,-0.568866486739579,0.917322661368398,-0.423146388936474,0.434142591764663,0.986144542532062,0.032391930517721,-0.4900685906641,-0.0397586205792671,0.179772939813255,0.682603827005487,0.256643938061163,0.518507247661031,-0.63177740200247,-0.0751610207392578,0.200135040319475,-0.219675134764867,-0.506639541706385,0.00546557671727538
0.835880288297957,0.466640855310541,2.25205346627503,2.09358451748486,-0.727119785172485,0.231903488961752,1.97152996917641,-1.3224378118134,-0.106992541142971,0.471788073054801,0.139241637178697,0.406437753563662,-0.341973573023247,-0.286198318501109,-2.04605228397499,0.130808809670279,-0.28883868422623,0.913340038009245,1.16194096507468,-1.2244799821349,0.130640598864104,0.0754781587964784,-0.597123729031822,-1.35309271575258,-0.0430553912896823,-0.134104786759982,-0.596776912685042,1.06743386654558,-0.25316937931373,0.088882629099686,-0.165919482181672,0.759926460212113,0.18728805437315,0.664468148766608,0.799340559850016,-0.0887465173842285,-0.268682119859258,-0.270011950958094,-0.483048935508929,-0.140581763957344
0.0722575077954442,2.27636085790439,-2.03137139625662,1.40423658392606,-0.283792137882683,0.83096085252282,-0.403422301968641,-0.166464268441566,1.60771060740476,2.12700853551053,1.85541812273003,2.9537587542936,0.259546781174362,0.4606969459656,-0.569195669801949,0.538821306405609,0.768339424760775,1.08740036445149,-0.907636654094358,-0.603570455144603,0.467757011213272,0.809217331837406,-1.4024165614424,0.530641410665334,-0.223597057100822,0.418050842771061,0.751593220757424,0.0556276681791313,-0.0581009669165921,0.495251658161435,0.277944723863203,0.414122880595422,0.665947257755697,0.245388792425303,-0.0927379268526441,0.448604453110332,-0.0204344521406117,0.767272443776299,0.39276778711477,-0.0180002356612142
1.07448905430503,1.53777754721742,0.307299242761505,1.69127875653293,0.630378295287596,0.0556450997868669,0.270490625370788,1.01794089102225,0.124510819950021,0.847269056485972,0.140925809309341,1.38436825605051,0.312459229654909,0.01353935650064,0.7981996985709,0.791231619362964,0.933942182818471,2.79333161090636,-0.59800679250729,0.835806594358567,0.00563702240069369,-0.776074780286178,1.21037228869209,1.11232340140596,-0.0202009860774171,-0.295605257470077,1.02516171109201,-0.915121932868282,0.206404781824939,0.269280309957056,0.49149484033596,-0.345397671958435,0.19546722006985,0.710787379574724,-0.895206403893366,-0.0976916163879907,0.018904222574855,-0.489412439030595,0.101477003586292,0.109355413068047
0.246120559492255,-0.551896867860726,0.00172684685623502,-1.12078463835449,-0.54583428544829,-1.916812551637,-0.754780351156256,-1.5118466729765,-1.30426671977675,0.613491659617565,-1.46705154179627,0.555871435634409,-1.1742746896498,-1.1816425268175,0.0489507468656047,-0.904282148882273,-0.988818870929387,-1.20595607564368,-0.637453344572261,-0.604595827329643,0.220169433896979,0.0931023837589349,-0.890261658918083,-0.522392433655078,0.145627136647865,0.267352376440977,-0.75289827057021,-0.159147481551581,-0.590522931271245,0.0115182833060325,0.0919324170198118,-0.589860542895825,-1.22086164429165,0.0774201630297155,-0.466550727916688,-0.427793799943476,-0.0170545118237678,0.101932348712008,0.221016351023935,-0.0220405291920102
-0.764494609222036,-1.71375651426933,0.117725058430512,-2.17681083140084,-0.747362274793654,-2.39769158857457,0.381187847258966,-0.999201330564813,-1.5273139185844,-1.41835494415314,-2.12286746917682,-2.32407938999293,-0.216623864766527,-1.53965824645187,-1.4259162602045,-0.416988830840384,-2.18110798936941,-3.86129131573227,-0.366761666408553,-0.340740735468983,0.10437920946016,-0.549618590919839,-0.641366849967549,0.780740315865507,-0.407517757059008,0.4903441908863,-1.47801070407416,-0.686103040208505,0.257787214736283,0.0743595415540555,0.014409056324875,0.0922312038132844,0.361557159797163,0.648156495063492,0.0632892668806108,-0.302620244405929,-0.0162086442990797,0.397768662090496,0.0380222388252572,-0.176548989238407
-0.990015009058212,-0.171009401976801,-2.18306547894694,-0.240122971119267,0.0283835999148297,1.7558824482612,0.984376806319093,0.585328512974752,-0.295682065543187,0.0771247010357183,-0.112656733937096,0.426761559817133,0.712847403670457,-0.20022417824171,-0.0720743904357663,-0.268761566228267,-0.0895303479614218,-0.434655718070133,-0.877228673509056,1.55898450559072,-0.0241553560269726,-0.0349093637011157,-1.85271684411457,-0.219520415191931,-0.276271651822293,-1.24652440176714,0.93103238227137,-0.0450230360219456,-0.0337114036269623,-0.656349173355862,0.591518589168899,0.628661222246696,-0.808948411060594,0.105240146678416,-0.625117474537151,0.167643764251172,-0.185884035590453,-0.441092320022239,0.24109652465722,0.279179502586589
1.42066103221445,1.58095764140119,-1.06987104375023,2.21338544641085,0.304030007913494,0.191142831905616,-0.11110999094875,-1.52082979134938,0.549274435023501,0.657013202928332,1.3962671770193,1.26565454870476,0.475082992376046,1.70192563032439,1.23806581019597,0.073240164417222,1.60370955598965,2.64010077056389,1.21794359550595,1.09591602941418,-0.152010628339138,-1.13084165099903,-0.410022107513617,-0.549322824266196,0.097494266256345,0.0413850868042079,-1.05181774769685,-0.115207191458023,-0.553332833375169,-0.12256807181106,-1.05705918429016,-0.167911750595419,0.600375018358704,-0.229930612685892,-0.284248088610726,-0.289691176125273,-0.110733301775631,0.566818096411205,-0.627963427659441,0.0493575582008317
0.769319121495993,0.269441486524571,0.641648673925714,1.3496290704513,0.557924094393589,0.661638949907085,0.552348997933617,0.802960548732807,0.631227258988428,1.20189745955286,-0.0991854134916937,2.12023397246402,-0.189105647297186,1.12571552835526,-1.40448652516573,-0.349208075847648,2.19513868209637,3.30692736489845,-1.10423485757519,0.304163842740797,0.309567351729132,-0.349856650788991,-1.00772851216107,-0.438676332126072,0.076044389471111,0.267035621493626,-0.563855454466579,-0.100050740484812,0.836590184137249,0.124601296562966,0.778399850215672,-0.821714508650306,-0.526364797764277,-0.165971721475077,0.242673194195753,-0.652844717430689,0.667786305349292,-0.317148340845812,0.399868309633901,-0.115926449402261
